author,description
Бердичевський Леонід Ісаакович,"«Из книг по искусству Леонида Бердичевского». 1963. Тонований папір, типографський друк. 6х8,4"
Бердичевський Леонід Ісаакович,"«Книга Леонида Бердичевського». Тонований папір, типографський друк. 7,5х6"
Бердичевський Леонід Ісаакович,"«Ex libris Л. Бердичевского». Тонований папір, типографський друк. 7,5х5,5"
Бердичевський Леонід Ісаакович,"«Ex libris Ахматовиана Якова Исааковича Бердичевского». Тонований папір, типографський друк. 7х6,8"
Бердичевський Леонід Ісаакович,"«Японистика Я. Бердичевского». Тонований папір, типографський друк. 6,2х5,3"
Бердичевський Леонід Ісаакович,"«Золотой век. Из собрания Сергея Гарина». 1994. Тонований папір, типографський друк. 8х5,8"
Бердичевський Леонід Ісаакович,"«Ex libris В. Голинского». 1990. Тонований папір, типографський друк. 7,8х5,7"
Бердичевський Леонід Ісаакович,"«Ex libris GOLZCER» (Еріха Гольцера). 1996. Тонований папір, типографський друк. 7,7х4,8"
Бердичевський Леонід Ісаакович,"«Гоголиана Михаила Андреевича Грузова». 1996. Тонований папір, типографський друк. 4,5х4,8"
Бердичевський Леонід Ісаакович,"«Ex libris Их М.И.» 2000. Тонований папір, типографський друк. 5х6"
Бердичевський Леонід Ісаакович,"«Из книг В.Г. Киркевича». 1982. Тонований папір, типографський друк. 7,5х5,8"
Бердичевський Леонід Ісаакович,"«Из книг по Египту В.Д. Королюка». 1972. Тонований папір, типографський друк. 4,4х4,6"
Бердичевський Леонід Ісаакович,"«Ex libris Ю. Кузьменко». 2002. Тонований папір, типографський друк. 7,4х6,7"
Бердичевський Леонід Ісаакович,"«Ex libris Вernd Kupper». 1994. Тонований папір, типографський друк. 5,5х4,5"
Бердичевський Леонід Ісаакович,"«Ex libris Куриса Леонида».1996. Тонований папір, типографський друк. 3,9х7,3"
Бердичевський Леонід Ісаакович,"«Ex libris Йосифа Малкиэля». 2003 (два варіанти). Тонований папір, типографський друк. 11,5х5,3"
Бердичевський Леонід Ісаакович,"«Ex libris Ольшанской Е.М.» 1994. Тонований папір, типографський друк. 7,6х5,6"
Бердичевський Леонід Ісаакович,"«Из книг Н. Озеровой». 1998. Тонований папір, типографський друк. 6,7х4,8"
Бердичевський Леонід Ісаакович,"«Из книг А. Подольской» 1989. Тонований папір, типографський друк. 6х5,9"
Бердичевський Леонід Ісаакович,"«Ex libris Claudia Thomas». 1995. Тонований папір, типографський друк. 5х8,6"
Бердичевський Леонід Ісаакович,"«Ex libris Л. и Д. Яновских». 2003. Тонований папір, типографський друк. 6,4х6,8"
Биков Федір Семенович,"«Ex libris В.Д. Перкина» (Володимир Дмитрович). Кольорова ксилографія. 6,3х5,3"
"Бистров Володимир Андрійович, Мелик-Шахназаров Володимир Андроникович","Из книг Быстрова. 1962. Папір, кольорова ліногравюра. 11х7,5"
Бистров Володимир Андрійович,"«Книга ЧВ». 1965. Папір, кольорова ліногравюра. 10х8,6. Власник: Черніков Володимир Андрійович (1939-2012) м. Херсон"
Блехман Самуїл Маркович,"Из книг К.Л. Михеева. Папір, літографія. 8,5х6,2. Власник: Михеев Костянтин Леонідович (1918-?), колекціонер-еклібрисіст"
Боголюбов Борис Мелитонович (1878-?) МУЖВЗ,"Ex libris V.K. Trutovsky. 1904. Папір, цинкографія. 12х9,9. Власник: Трутовський Володимир Костянтинович (1862-1932)"
Бойченко Віктор Федорович,"«Из книг Б.М. Тенина» (Борис Михайлович). Ксилографія. 6,9х8,8"
"Болсуновський Карл Васильович (1838-1924) м. Полтава, колекціонер","EX BIBL КB. Kijow. mem. Папір, цинкографія. 14,2х10,7. Власник: Болсуновський К.В."
Бом-Григор’єва Надія Сергіївна,"Ex libris М.М. Григор’єва. 1925. Папір, офорт. 10,3х6,7. Власник: Григор’єв Миколай Михайлович (1880-1943)"
Бом-Григор’єва Надія Сергіївна,"З книг М.Д. Виноградова. 1925. Папір, офорт. 10,9х6,7. Власник: Виноградов Микола Дмитрович (1885-1980)"
Бом-Григор’єва Надія Сергіївна,"З книг М.П. Чулкова. 1925. Папір, офорт, акватинта. 6,8х10,4. Власник: Чулков Микола Петрович (1870-1940)"
Бом-Григор’єва Надія Сергіївна,"Ex libris І.М. Жучкова. 1925. Папір, офорт, акватинта. 10,2х7,4. Власник: Жучков Іван Миколайович (1880-1843)"
Бом-Григор’єва Надія Сергіївна,"З книг П.М. Міллера. 1925. Папір, офорт, акватинта. 12,2х7,1. Власник: Міллер Петро Миколайович (1867-1943)"
Бом-Григор’єва Надія Сергіївна,"З книг І.М. Павлова. 1926. Папір, офорт, акватинта. 11х5,9. Власник: Павлов Іван Миколайович (1972-1951). Народний художник РРФСР"
Бом-Григор’єва Надія Сергіївна,"З книг А.М. Васнецова. 1926. Папір, офорт. 8,5х10,4. Власник: Васнецов Аполлінарій Михайлович (1856-1933)"
Бом-Григор’єва Надія Сергіївна,"Изъ книгъ Н.Н. Орлова. Папір, цинкографія. 13,1х9,2. Власник: Орлов Миколай Миколайович (1898-1965), бібліофіл, бібліограф, м. Москва"
"Бондаренко Ілля Євграфович (1870-1947) м. Москва, архітектор, мистецтвознавець","«Изъ книгъ П.А. Гуськова». Папір, цинкографія. 12,8х16,8. Власник: Гуськов П.А. (1860-?)"
